Document Name,Clause No.,Clause from Loan Agreement,Notes (not a tag),Tag 1: Applicability,Tag 2: Area,Tag 3: Covenant Type,Tag 4: Covenant Title Tag,Tag 5: Covenant Description/ Sub tags,Tag 6: User Defined(256 characters only),Backup Document,Compliance Frequency,Start Date,Submission Period,End Date,Threshold,Priority,Event
Loan Agreement,12.1 (j) (ii),"(ii)	An originally signed or certified true copies of the audited financial statements including balance-sheet and profit and loss account (in detail and not in the abridged form) of the Borrower and the Major Shareholders as soon as possible and in any event not later that 180 (one hundred eighty) days after the close of each Financial Year;",,Full Lifecycle,Financial,Financial - Informative,Financial Statements,Annual Results - Audited,,Annul Results - Audited,Annually,Document Execution Date,180,Maturity Date,,Medium,
Loan Agreement,12.1 (j) (iii),"(iii)	Insurance contracts duly endorsed in the favour of the Security Agent covering the value of the assets of the Project plus 10% (Ten Per Cent) hypothecated / mortgaged to the Rupee Lenders within 30 (Thirty) days from the Initial Drawdown Date; and",Insurance contract endorsed in favour of security agent- Security,Post-Disbursement (CS),Security,Non Financial - Affirmative,Insurance,Insurance Policy,,Insurance Policy,Event Based,first disbursement date,30,,,Medium,
Loan Agreement,12.1 (j) (iv),"(iv)	Income Tax Return / Wealth Tax Return and net worth statement of the Personal Guarantors for each Financial Year by September 30 of the immediately succeeding Financial Year.
",,Full Lifecycle,Informative,Non Financial - Affirmative,Statutory Documents,Income Tax - Guarantors,,Tax Returns,Annually,sept 30 of each year,-10,Maturity Date,,Medium,
Loan Agreement,12.1 (k),"(k)	The Borrower shall ensure that the Major Shareholders shall (jointly and severally) infuse the balance of Equity Commitment, by way of cash, at any time before or after each Drawdown under the Financing Documents, such that the Debt to Equity ratio does not exceed 1.54:1. The Debt to Equity Ratio will be monitored on an annual basis or at regular intervals as may be required by the Rupee Lenders. The Facility Agent shall have received a certificate from an Authorized Officer of the Borrower confirming that the Debt to Equity ratio of the Borrower would not exceed 1.54:1 after the relevant Drawdown. ",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,Other Document,,Management Confirmation(s),Event Based,,,,,High,
Loan Agreement,12.1 (k),"(k)	The Borrower shall ensure that the Major Shareholders shall (jointly and severally) infuse the balance of Equity Commitment, by way of cash, at any time before or after each Drawdown under the Financing Documents, such that the Debt to Equity ratio does not exceed 1.54:1. The Debt to Equity Ratio will be monitored on an annual basis or at regular intervals as may be required by the Rupee Lenders. The Facility Agent shall have received a certificate from an Authorized Officer of the Borrower confirming that the Debt to Equity ratio of the Borrower would not exceed 1.54:1 after the relevant Drawdown. ","even if disbursement is not done, debt/equity should be maintained to 1.54",Full Lifecycle,Financial,Financial -Affirmative,Ratios,Debt/ Equity,,Financial Statements,Annually,Document Execution Date,30,,< 1.54,High,
Loan Agreement,12.1 (l),"(l)	During the tenor of the Facility the Borrower shall ensure that DSCR in excess of 1.20 is maintained at all times. The DSCR will be monitored on an annual basis or at regular intervals as may be required by the Rupee Lenders with effect from April 1, 2016.",,Full Lifecycle,Financial,Financial -Affirmative,Ratios,DSCR,,Financial Ration Computations,Annually,01/04/16,120,Maturity Date,>1.2,High,
Loan Agreement,12.1 (m),"(m)	The Borrower shall at all times starting from the first full year of operation of the Project ensure that the Security Margin shall at all times be in excess of 50%.",,Full Lifecycle,Financial,Financial -Affirmative,Ratios,Security Cover Ratio,,Financial Ration Computations,Annually,COD,120,Maturity Date,>50%,High,
Loan Agreement,12.1 (n),"(n)	In the event of liquidation, the Borrower shall ensure that the priority of the Secured Parties shall be in preference over the rights of the debenture holders of the Company. ",,Full Lifecycle,Financial,Financial -Affirmative,Solvency,Liquidation,,Others,Event Based,,,,,Medium,
Loan Agreement,12.1 (o),"(o)	The Borrower shall subordinate all the promoter loans to the facilities from the Rupee Lenders. ",subordinate- my loan is priority 1,Full Lifecycle,Financial,Financial -Affirmative,Management Confirmation,Certificate by Authorized Officer,,Management Confirmation(s),Monthly,,,,,Medium,
Loan Agreement,12.1 (p),"(p)	The Borrower shall agree for change in pricing immediately if the Facility is re-classified as per the guidelines of the RBI or the provisioning requirements are increased during the tenor of the Facility;",,Full Lifecycle,Financial,Financial -Affirmative,Management Confirmation,Certificate by Authorized Officer,,Management Confirmation(s),Event Based,,,,,Medium,
Loan Agreement,12.1 (q),"(q)	The Borrower shall get itself rated by a Credit Rating Agency/ies, as approved by the Rupee Lenders, within a period of three months from the date of Financial Closure and shall get such rating done annually or at such intervals as may be decided and intimated by the Secured Parties to the Borrowers, from time to time. ",,Full Lifecycle,Informative,Non Financial - Informative,Credit Rating,Credit Rating,,Rating Reports,Annually,Financial Closure Date,90,Maturity Date,,Medium,
Loan Agreement,12.1 (r),"(r)	The Borrower shall furnish upon demand any other security in such form and value as may be required by the Rupee Lenders from time to time in amounts and values sufficient at all time in the opinion of the Rupee Lenders to secure the payment of the Facility provided here and any other obligations of the Borrower to the Rupee Lenders.",,Full Lifecycle,Security,Non Financial - Affirmative,Security Related,Additional Security,,Official Documents,Event Based,Lender Demand Notice,,,,High,
Loan Agreement,12.1 (s),"(s)	The Borrower shall utilize the Facility only for the purposes of financing of the Project and takeover of the Debts existing in relation to the Project as of September 21, 2011 in accordance with the terms of the Financing Documents. ",,Full Lifecycle,Financial,Financial -Affirmative,Certificate,End Use Certificate,,CA Certificate,Event Based,Disbursements (1-n),,,,Low,
Loan Agreement,12.1 (t),"(t)	In the event the Borrower fails to pay when due any amounts as per the terms of the Financing Documents which it may owe to the Rupee Lenders and the Rupee Lenders commence legal proceedings to recover such sum, the Borrower will further pay the Rupee Lenders all advances, charges, cost and expenses, including legal fees, incurred or paid by the Rupee Lenders in exercising any right, power or remedy conferred by this arrangement, (or in the enforcement thereof shall become a part of the Outstandings shall be paid to the Rupee Lenders by the Borrower immediately and without demand).",commence legal procedding-Legal,Full Lifecycle,Legal,Non Financial - Affirmative,Default,Delayed Payment,,NA,Event Based,,,,,Medium,
Loan Agreement,12.2 (a),"12.2.	Negative Covenants:  During the terms of the Facility, the Borrower further covenants that, unless otherwise consented to by the Rupee Lenders in writing, it shall:

(a)	Not undertake or permit any reorganization, amalgamation, reconstruction, takeover or any other schemes of compromise or arrangement; ",All negative covenants are certificate from authorised officer. All will be checked quarterly if compliance frequency not mentioned in clause. Default submission period is 30 days,Full Lifecycle,Informative,Non Financial - Negative,Management Confirmation,Certificate by Authorized Officer,,Management Confirmation(s),Quarterly,,30,,,Medium,
Loan Agreement,12.2 (b),"(b)	Not undertake or permit any change in the ownership or control of the Borrower whereby the effective beneficial ownership or control of the Borrower shall change; ","if it is public limted compnay, someone buys maximum shares and becomes the owner",Full Lifecycle,Informative,Non Financial - Negative,Management Confirmation,Certificate by Authorized Officer,,Management Confirmation(s),Quarterly,,30,,,Medium,
Loan Agreement,12.2 (c),"(c)	Not effect any material change in the management of the business of the Borrower; ",,Full Lifecycle,Informative,Non Financial - Negative,Management Confirmation,Certificate by Authorized Officer,,Management Confirmation(s),Quarterly,,30,,,Medium,
Loan Agreement,12.2 (d),"(d)	Not make any amendments in the Borrower's Memorandum and Articles; ",,Full Lifecycle,Informative,Non Financial - Negative,Management Confirmation,Certificate by Authorized Officer,,Management Confirmation(s),Quarterly,,30,,,Medium,
Loan Agreement,12.2 (e),"(e)	Not create, assume or incur any further indebtedness of a long term nature whether for borrowed money or otherwise; ",,Full Lifecycle,Financial,Non Financial - Negative,Management Confirmation,Certificate by Authorized Officer,,Management Confirmation(s),Quarterly,,30,,,Medium,
Loan Agreement,12.2 (f),"(f)	Not declare any dividend or make any Restricted Payments, if any Repayment Installment towards principal or interest remains unpaid on its Due Date; ",,Full Lifecycle,Financial,Non Financial - Negative,Management Confirmation,Certificate by Authorized Officer,,Management Confirmation(s),Quarterly,,30,,,Medium,
Loan Agreement,12.2 (g),"(g)	Not induct a person who is a director on the Board of a company which has been identified as a wilful defaulter and that in case, such a person is found to be on the Board of the Borrower, Borrower would take expeditious and effective steps for removal of the person from the Board of Directors;",,Full Lifecycle,Informative,Non Financial - Negative,Management Confirmation,Certificate by Authorized Officer,,Management Confirmation(s),Quarterly,,30,,,Medium,
